DateTime,DryBulb,DewPoint,RelHum,Atmos_Pressure,ExtHorizRad,ExtDirRad,HorzIRSky,GloHorzRad,DirNorRad,DifHorzRad,GloHorzIllum,DirNormIllum,DifHorzIllum,ZenLum,WindDir,wind_speed,TotSkyCvr,OpaqSkyCvr,Visibility,Ceiling_Hgt,PresWeathObs,PresWeathCodes,Precip_Wtr,Aerosol_Opt_Depth,SnowDepth,Days_Last_Snow,Albedo,Rain,Rain_Quantity
2021-01-01 12:00:00,4.52,-4.68,51.3,90298.11,9999,9999,224.2,380.0,883.88,58.0,999999,999999,999999,9999,231,0.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 13:00:00,5.55,-4.94,46.8,90209.9,9999,9999,219.2,377.0,911.63,50.0,999999,999999,999999,9999,156,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 14:00:00,5.63,-4.11,49.55,90148.15,9999,9999,220.2,316.0,875.11,45.0,999999,999999,999999,9999,147,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 15:00:00,5.06,-2.41,58.5,90156.97,9999,9999,220.2,205.0,716.33,47.0,999999,999999,999999,9999,150,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 16:00:00,4.4,-3.02,58.55,90156.97,9999,9999,219.0,69.0,420.73,28.0,999999,999999,999999,9999,197,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 17:00:00,3.45,-3.53,60.25,90156.97,9999,9999,215.8,0.0,-0.0,0.0,999999,999999,999999,9999,295,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 18:00:00,2.3,-4.25,61.95,90156.97,9999,9999,217.6,0.0,-0.0,0.0,999999,999999,999999,9999,329,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 19:00:00,1.08,-5.18,63.0,90183.43,9999,9999,217.8,0.0,-0.0,0.0,999999,999999,999999,9999,332,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 20:00:00,-2.26,-7.52,67.2,90201.08,9999,9999,221.2,0.0,-0.0,0.0,999999,999999,999999,9999,330,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 21:00:00,-1.82,-8.37,60.9,90218.72,9999,9999,219.0,0.0,-0.0,0.0,999999,999999,999999,9999,332,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 22:00:00,-0.69,-8.96,53.55,90209.9,9999,9999,223.4,0.0,-0.0,0.0,999999,999999,999999,9999,334,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-01 23:00:00,-0.53,-9.4,51.15,90183.43,9999,9999,220.6,0.0,-0.0,0.0,999999,999999,999999,9999,330,1.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 00:00:00,-1.82,-9.62,55.25,90174.61,9999,9999,225.0,0.0,-0.0,0.0,999999,999999,999999,9999,323,1.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 01:00:00,-2.7,-9.95,57.45,90165.79,9999,9999,220.4,0.0,-0.0,0.0,999999,999999,999999,9999,320,1.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 02:00:00,-3.13,-10.19,58.2,90174.61,9999,9999,225.0,0.0,-0.0,0.0,999999,999999,999999,9999,320,1.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 03:00:00,-2.85,-10.46,55.8,90183.43,9999,9999,225.8,0.0,-0.0,0.0,999999,999999,999999,9999,323,1.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 04:00:00,-2.82,-10.74,54.45,90165.79,9999,9999,223.6,0.0,-0.0,0.0,999999,999999,999999,9999,323,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 05:00:00,-2.69,-11.04,52.65,90104.04,9999,9999,223.0,0.0,-0.0,0.0,999999,999999,999999,9999,324,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 06:00:00,-2.27,-11.26,50.15,90086.4,9999,9999,224.6,0.0,-0.0,0.0,999999,999999,999999,9999,324,1.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 07:00:00,-1.7,-11.52,47.1,90068.75,9999,9999,224.8,0.0,-0.0,0.0,999999,999999,999999,9999,322,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 08:00:00,-2.45,-12.72,45.2,90059.93,9999,9999,219.6,0.0,-0.0,0.0,999999,999999,999999,9999,313,1.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 09:00:00,-2.07,-12.09,46.25,90033.47,9999,9999,218.8,107.0,554.01,34.0,999999,999999,999999,9999,318,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 10:00:00,0.55,-10.02,45.05,90033.47,9999,9999,213.4,236.0,736.03,54.0,999999,999999,999999,9999,334,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 11:00:00,2.28,-4.53,60.75,90007.0,9999,9999,219.8,217.0,171.24,161.0,999999,999999,999999,9999,318,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 12:00:00,3.66,-3.2,60.85,89980.54,9999,9999,225.4,172.0,30.09,161.0,999999,999999,999999,9999,191,0.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 13:00:00,4.78,-2.2,60.6,89892.32,9999,9999,233.8,309.0,452.41,146.0,999999,999999,999999,9999,167,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 14:00:00,5.02,-1.44,63.0,89786.46,9999,9999,230.2,250.0,375.54,133.0,999999,999999,999999,9999,151,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 15:00:00,4.55,-0.44,70.05,89742.35,9999,9999,225.8,200.0,642.22,57.0,999999,999999,999999,9999,130,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 16:00:00,2.92,0.6,84.7,89742.35,9999,9999,229.8,60.0,240.74,36.0,999999,999999,999999,9999,100,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 17:00:00,2.67,-1.94,71.65,89715.89,9999,9999,248.4,0.0,-0.0,0.0,999999,999999,999999,9999,18,0.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 18:00:00,2.07,-3.13,68.45,89680.6,9999,9999,250.4,0.0,-0.0,0.0,999999,999999,999999,9999,322,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 19:00:00,1.42,-4.1,66.7,89654.14,9999,9999,251.2,0.0,-0.0,0.0,999999,999999,999999,9999,325,0.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 20:00:00,0.32,-5.21,66.4,89636.49,9999,9999,249.8,0.0,-0.0,0.0,999999,999999,999999,9999,337,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 21:00:00,-0.67,-6.02,67.1,89618.85,9999,9999,240.6,0.0,-0.0,0.0,999999,999999,999999,9999,330,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 22:00:00,-2.11,-6.88,69.85,89618.85,9999,9999,231.2,0.0,-0.0,0.0,999999,999999,999999,9999,328,1.7,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-02 23:00:00,-2.86,-7.65,69.55,89601.21,9999,9999,224.8,0.0,-0.0,0.0,999999,999999,999999,9999,323,1.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 00:00:00,-3.22,-8.56,66.6,89618.85,9999,9999,216.2,0.0,-0.0,0.0,999999,999999,999999,9999,317,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 01:00:00,-3.61,-9.38,64.3,89627.67,9999,9999,216.6,0.0,-0.0,0.0,999999,999999,999999,9999,311,2.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 02:00:00,-3.82,-9.45,64.95,89645.31,9999,9999,224.2,0.0,-0.0,0.0,999999,999999,999999,9999,310,2.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 03:00:00,-3.93,-9.52,65.15,89707.07,9999,9999,218.0,0.0,-0.0,0.0,999999,999999,999999,9999,310,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 04:00:00,-4.1,-9.45,66.3,89724.71,9999,9999,216.6,0.0,-0.0,0.0,999999,999999,999999,9999,309,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 05:00:00,-4.4,-9.43,67.95,89760.0,9999,9999,219.6,0.0,-0.0,0.0,999999,999999,999999,9999,309,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 06:00:00,-4.31,-9.38,67.75,89804.1,9999,9999,217.6,0.0,-0.0,0.0,999999,999999,999999,9999,308,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 07:00:00,-4.47,-9.51,67.9,89865.85,9999,9999,212.8,0.0,-0.0,0.0,999999,999999,999999,9999,308,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 08:00:00,-4.35,-9.1,69.45,89936.43,9999,9999,215.8,0.0,-0.0,0.0,999999,999999,999999,9999,312,1.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 09:00:00,-4.19,-8.88,69.85,90042.29,9999,9999,221.6,108.0,559.96,34.0,999999,999999,999999,9999,315,1.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 10:00:00,-2.51,-7.01,71.2,90156.97,9999,9999,216.0,240.0,778.3,47.0,999999,999999,999999,9999,314,1.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 11:00:00,1.1,-5.13,63.15,90156.97,9999,9999,217.8,340.0,893.12,47.0,999999,999999,999999,9999,324,0.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 12:00:00,3.37,-5.41,52.6,90192.25,9999,9999,223.8,385.0,902.02,54.0,999999,999999,999999,9999,36,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 13:00:00,4.08,-5.74,48.8,90218.72,9999,9999,227.8,380.0,914.37,49.0,999999,999999,999999,9999,94,0.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 14:00:00,4.16,-5.27,50.3,90183.43,9999,9999,228.8,316.0,829.25,56.0,999999,999999,999999,9999,104,0.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 15:00:00,3.9,-4.33,55.0,90192.25,9999,9999,231.8,212.0,747.11,44.0,999999,999999,999999,9999,109,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 16:00:00,2.54,-2.58,69.0,90236.36,9999,9999,228.4,71.0,401.82,30.0,999999,999999,999999,9999,113,0.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 17:00:00,2.09,-4.39,62.2,90245.18,9999,9999,221.6,0.0,-0.0,0.0,999999,999999,999999,9999,132,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 18:00:00,1.05,-4.45,66.75,90245.18,9999,9999,218.6,0.0,-0.0,0.0,999999,999999,999999,9999,162,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 19:00:00,0.45,-4.62,68.8,90280.47,9999,9999,218.4,0.0,-0.0,0.0,999999,999999,999999,9999,211,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 20:00:00,0.34,-4.19,71.6,90271.65,9999,9999,219.0,0.0,-0.0,0.0,999999,999999,999999,9999,288,0.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 21:00:00,-0.23,-4.74,71.6,90254.01,9999,9999,218.8,0.0,-0.0,0.0,999999,999999,999999,9999,289,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 22:00:00,-0.79,-5.32,71.4,90227.54,9999,9999,218.0,0.0,-0.0,0.0,999999,999999,999999,9999,296,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-03 23:00:00,-1.23,-5.8,71.1,90227.54,9999,9999,217.0,0.0,-0.0,0.0,999999,999999,999999,9999,299,0.7,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 00:00:00,-1.4,-6.1,70.35,90139.32,9999,9999,224.8,0.0,-0.0,0.0,999999,999999,999999,9999,296,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 01:00:00,-2.06,-6.52,71.5,90024.64,9999,9999,216.4,0.0,-0.0,0.0,999999,999999,999999,9999,296,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 02:00:00,-2.47,-6.95,71.35,89971.71,9999,9999,216.6,0.0,-0.0,0.0,999999,999999,999999,9999,296,0.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 03:00:00,-2.63,-7.17,70.95,89954.07,9999,9999,217.0,0.0,-0.0,0.0,999999,999999,999999,9999,295,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 04:00:00,-2.88,-7.45,70.75,89901.14,9999,9999,218.0,0.0,-0.0,0.0,999999,999999,999999,9999,291,1.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 05:00:00,-3.29,-7.82,70.9,89804.1,9999,9999,220.4,0.0,-0.0,0.0,999999,999999,999999,9999,293,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 06:00:00,-2.91,-7.82,68.9,89715.89,9999,9999,220.4,0.0,-0.0,0.0,999999,999999,999999,9999,301,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 07:00:00,-2.9,-7.86,68.65,89618.85,9999,9999,221.8,0.0,-0.0,0.0,999999,999999,999999,9999,304,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 08:00:00,-3.48,-8.72,67.05,89574.74,9999,9999,225.8,0.0,-0.0,0.0,999999,999999,999999,9999,314,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 09:00:00,-2.81,-8.08,67.05,89521.81,9999,9999,228.6,106.0,512.6,38.0,999999,999999,999999,9999,323,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 10:00:00,0.02,-5.89,64.45,89512.99,9999,9999,235.2,240.0,763.66,50.0,999999,999999,999999,9999,314,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 11:00:00,2.57,-2.32,70.15,89495.35,9999,9999,230.4,337.0,859.58,54.0,999999,999999,999999,9999,299,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 12:00:00,5.41,-2.54,56.55,89398.31,9999,9999,230.6,387.0,903.75,54.0,999999,999999,999999,9999,276,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 13:00:00,6.25,-1.26,58.65,89265.98,9999,9999,233.2,380.0,898.78,53.0,999999,999999,999999,9999,259,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 14:00:00,6.64,-0.69,59.5,89142.48,9999,9999,232.8,320.0,845.91,53.0,999999,999999,999999,9999,256,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 15:00:00,6.43,-1.0,59.05,89036.62,9999,9999,233.8,213.0,735.12,46.0,999999,999999,999999,9999,277,0.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 16:00:00,5.6,-1.19,61.65,88992.51,9999,9999,232.4,73.0,382.88,33.0,999999,999999,999999,9999,308,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 17:00:00,4.44,-1.98,63.05,88992.51,9999,9999,237.0,0.0,-0.0,0.0,999999,999999,999999,9999,331,0.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 18:00:00,3.2,-2.76,64.95,89027.8,9999,9999,237.2,0.0,-0.0,0.0,999999,999999,999999,9999,329,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 19:00:00,0.44,-4.57,69.1,89036.62,9999,9999,238.4,0.0,-0.0,0.0,999999,999999,999999,9999,317,1.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 20:00:00,-0.89,-6.5,65.75,89054.27,9999,9999,223.2,0.0,-0.0,0.0,999999,999999,999999,9999,309,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 21:00:00,-1.82,-7.34,66.0,89133.66,9999,9999,227.6,0.0,-0.0,0.0,999999,999999,999999,9999,312,2.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 22:00:00,-2.38,-7.78,66.45,89239.52,9999,9999,231.0,0.0,-0.0,0.0,999999,999999,999999,9999,311,2.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-04 23:00:00,-2.64,-8.12,66.0,89248.34,9999,9999,233.2,0.0,-0.0,0.0,999999,999999,999999,9999,306,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 00:00:00,-2.94,-8.41,65.95,89371.84,9999,9999,231.6,0.0,-0.0,0.0,999999,999999,999999,9999,306,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 01:00:00,-3.31,-8.74,66.1,89389.49,9999,9999,223.8,0.0,-0.0,0.0,999999,999999,999999,9999,308,2.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 02:00:00,-3.66,-9.02,66.35,89468.88,9999,9999,221.4,0.0,-0.0,0.0,999999,999999,999999,9999,306,2.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 03:00:00,-3.95,-9.58,64.9,89539.45,9999,9999,216.2,0.0,-0.0,0.0,999999,999999,999999,9999,303,2.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 04:00:00,-4.3,-10.06,64.15,89583.56,9999,9999,212.0,0.0,-0.0,0.0,999999,999999,999999,9999,302,2.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 05:00:00,-4.53,-10.62,62.45,89618.85,9999,9999,205.0,0.0,-0.0,0.0,999999,999999,999999,9999,302,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 06:00:00,-4.71,-11.01,61.4,89662.96,9999,9999,206.4,0.0,-0.0,0.0,999999,999999,999999,9999,299,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 07:00:00,-4.76,-11.24,60.5,89715.89,9999,9999,206.4,0.0,-0.0,0.0,999999,999999,999999,9999,296,2.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 08:00:00,-4.61,-11.15,60.25,89786.46,9999,9999,200.6,0.0,-0.0,0.0,999999,999999,999999,9999,300,1.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 09:00:00,-4.23,-10.99,59.3,89848.21,9999,9999,197.4,119.0,757.82,18.0,999999,999999,999999,9999,305,1.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 10:00:00,-2.01,-8.26,62.3,89901.14,9999,9999,200.8,241.0,764.78,50.0,999999,999999,999999,9999,307,1.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 11:00:00,0.84,-6.76,56.85,89821.75,9999,9999,203.8,341.0,877.41,51.0,999999,999999,999999,9999,296,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 12:00:00,3.01,-7.44,46.2,89874.68,9999,9999,205.8,386.0,886.27,58.0,999999,999999,999999,9999,284,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 13:00:00,3.49,-11.55,32.35,89777.64,9999,9999,209.0,383.0,899.48,54.0,999999,999999,999999,9999,251,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 14:00:00,3.93,-13.45,26.9,89795.28,9999,9999,209.4,328.0,896.67,43.0,999999,999999,999999,9999,221,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 15:00:00,3.36,-10.94,34.25,89812.92,9999,9999,205.2,215.0,723.05,49.0,999999,999999,999999,9999,201,0.5,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 16:00:00,2.29,-9.01,43.05,89848.21,9999,9999,205.8,78.0,439.24,31.0,999999,999999,999999,9999,183,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 17:00:00,1.82,-10.02,41.1,89909.96,9999,9999,207.0,0.0,-0.0,0.0,999999,999999,999999,9999,159,0.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 18:00:00,1.31,-9.9,43.05,90015.82,9999,9999,207.2,0.0,-0.0,0.0,999999,999999,999999,9999,155,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 19:00:00,0.86,-9.89,44.5,90077.57,9999,9999,203.2,0.0,-0.0,0.0,999999,999999,999999,9999,176,0.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 20:00:00,0.59,-10.32,43.85,90174.61,9999,9999,199.4,0.0,-0.0,0.0,999999,999999,999999,9999,187,0.7,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 21:00:00,-1.38,-10.29,50.75,90271.65,9999,9999,200.8,0.0,-0.0,0.0,999999,999999,999999,9999,200,1.0,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 22:00:00,-3.43,-10.4,58.55,90359.87,9999,9999,198.2,0.0,-0.0,0.0,999999,999999,999999,9999,210,1.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-05 23:00:00,-4.35,-10.66,61.45,90395.15,9999,9999,198.0,0.0,-0.0,0.0,999999,999999,999999,9999,217,1.3,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 00:00:00,-5.1,-11.15,62.5,90492.19,9999,9999,196.2,0.0,-0.0,0.0,999999,999999,999999,9999,224,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 01:00:00,-5.4,-11.76,60.9,90518.65,9999,9999,195.6,0.0,-0.0,0.0,999999,999999,999999,9999,228,1.4,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 02:00:00,-5.58,-12.69,57.3,90598.05,9999,9999,188.6,0.0,-0.0,0.0,999999,999999,999999,9999,232,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 03:00:00,-5.64,-13.5,53.9,90650.98,9999,9999,186.6,0.0,-0.0,0.0,999999,999999,999999,9999,232,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 04:00:00,-5.9,-14.24,51.75,90650.98,9999,9999,186.0,0.0,-0.0,0.0,999999,999999,999999,9999,232,1.2,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 05:00:00,-5.91,-14.91,49.05,90642.16,9999,9999,184.2,0.0,-0.0,0.0,999999,999999,999999,9999,230,1.1,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 06:00:00,-5.53,-15.27,46.25,90659.8,9999,9999,183.6,0.0,-0.0,0.0,999999,999999,999999,9999,223,0.9,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 07:00:00,-5.01,-15.48,43.7,90659.8,9999,9999,182.8,0.0,-0.0,0.0,999999,999999,999999,9999,217,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 08:00:00,-4.21,-14.48,44.65,90659.8,9999,9999,186.4,0.0,-0.0,0.0,999999,999999,999999,9999,202,0.8,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
2021-01-06 09:00:00,-3.73,-14.13,44.35,90695.09,9999,9999,186.4,110.0,559.63,35.0,999999,999999,999999,9999,201,0.6,99,99,9999,99999,9,999999999,999,0.999,999,99,999,999,99
